Region	'Gordon_107_roi'	'Gordon_108_roi'	'Gordon_109_roi'	'Gordon_110_roi'	'Gordon_113_roi'	'Gordon_114_roi'	'Gordon_115_roi'	'Gordon_121_roi'	'Gordon_133_roi'	'Gordon_149_roi'	'Gordon_154_roi'	'Gordon_155_roi'	'Gordon_156_roi'	'Gordon_167_roi'	'Gordon_168_roi'	'Gordon_170_roi'	'Gordon_182_roi'	'Gordon_200_roi'	'Gordon_211_roi'	'Gordon_219_roi'	'Gordon_236_roi'	'Gordon_240_roi'	'Gordon_247_roi'	'Gordon_24_roi'	'Gordon_250_roi'	'Gordon_253_roi'	'Gordon_254_roi'	'Gordon_257_roi'	'Gordon_259_roi'	'Gordon_260_roi'	'Gordon_261_roi'	'Gordon_272_roi'	'Gordon_273_roi'	'Gordon_275_roi'	'Gordon_276_roi'	'Gordon_277_roi'	'Gordon_284_roi'	'Gordon_302_roi'	'Gordon_319_roi'	'Gordon_320_roi'	'Gordon_326_roi'	'Gordon_327_roi'	'Gordon_328_roi'	'Gordon_52_roi'	'Gordon_63_roi'	'Gordon_74_roi'	'Gordon_78_roi'	'Gordon_7_roi'	'Gordon_88_roi'	'Gordon_93_roi'	'Gordon_94_roi'	'Gordon_95_roi'	'Gordon_96_roi'	'Gordon_9_roi'
'Gordon_43_roi'	0.093846613	0.003661208	0.073770547	0.21309202	0.115768622	0.017915109	0.021607037	0.041586269	0.092468257	0.083166952	0.106328246	0.278939979	0.243553351	0.08652809	0.053745692	0.045327805	0.068311393	0.165650939	0.152158188	0.133899078	0.097894695	-0.037966682	0.034101448	0.046113969	0.06325542	0.100710202	0.122899093	0.177267606	-0.012195107	0.018299213	0.008441819	0.029756446	0.019332106	0.146923694	0.012610205	-0.012836612	0.001869413	-0.026005546	-0.011308528	0.089646806	0.153924702	0.022390696	0.072319983	0.22426917	0.231353355	0.141183814	0.031166423	0.143595053	0.176881552	0.182351314	0.02156442	0.158441975	0.080595349	0.060860296
'Gordon_48_roi'	0.01653795	-0.045387486	-0.061338757	0.025034816	0.019478476	-0.041274957	-0.052396702	0.005092617	-0.028192234	-0.012570003	-0.00949697	0.043673195	0.021766024	-0.067479135	-0.085495331	-0.072991302	-0.051420758	-0.043496583	0.036526044	-0.049366253	-0.052041781	-0.091491668	-0.050344233	-0.04440655	-0.04893525	-0.039514166	-0.055697678	0.006063621	-0.121637045	-0.068054448	-0.050808754	-0.074399355	-0.09521945	-0.002368684	-0.030411183	-0.082615069	-0.027193217	-0.020378278	-0.108699173	-0.063202975	-0.033222937	-0.086488722	-0.029953597	0.010180982	0.011939973	-0.014238178	-0.045969471	-0.031458302	0.024506478	0.001274271	-0.098130871	0.002470752	-0.055003152	-0.046846161
'Gordon_49_roi'	0.03038485	-0.047498924	-0.018624155	0.109555329	0.081305926	-0.020532446	-0.005681878	-0.006131523	0.021594304	0.030094448	0.041692494	0.150190948	0.095402941	-0.027957676	-0.027958196	0.013356096	-0.030166235	0.036912044	0.085031287	0.03265582	-0.00112656	-0.066713192	-0.029195608	-0.053742714	-0.006447732	0.056181242	0.067426197	0.12127535	-0.066810785	-0.051194461	-0.01591301	-0.046354395	-0.071313658	0.092253592	-0.00163397	-0.071377538	-0.023228219	-0.015697127	-0.079847512	0.002025217	0.024627083	-0.034463116	0.012606476	0.120596274	0.118943027	0.03823411	-0.028372562	0.030407778	0.161883849	0.132448192	-0.064364361	0.110028225	0.01816477	-0.004864181
'Gordon_50_roi'	-0.026434877	-0.104815536	-0.119881824	0.003576089	-0.015776441	-0.062505346	-0.078726213	-0.068627045	-0.057102693	-0.049859864	-0.078826209	-0.008751951	-0.069987531	-0.080860765	-0.072849798	-0.045711503	-0.087077583	-0.065120178	0.032431177	-0.039209001	-0.068840636	-0.100422626	-0.093725162	-0.155220353	-0.045582265	0.000603469	-0.041212485	0.02418052	-0.141420239	-0.098810291	-0.073934293	-0.090824285	-0.135932465	-0.005149441	-0.08260319	-0.110468515	-0.049157796	-0.008091757	-0.085136728	-0.047665466	-0.057839244	-0.100892474	-0.065505693	0.007719733	0.018835052	-0.053532974	-0.124693161	-0.0471426	0.040362996	0.002598028	-0.152710618	-0.039719395	-0.07126538	-0.078098663
'Gordon_51_roi'	0.12396864	0.039562203	0.124857972	0.141734593	0.196155056	0.026693124	0.016105289	0.036746779	0.105855107	0.028824157	-0.023692442	0.095985873	0.088702274	0.151525123	0.070072677	0.152929555	0.013547634	0.004578175	0.321847083	0.064008137	0.133395828	0.020831378	-0.015708143	-0.026445862	0.061808871	0.326583649	0.139112935	0.174756948	-0.035084715	0.133446266	0.218541145	-0.013403056	0.092660002	0.252704181	0.059646753	-0.002171326	0.03072965	0.029226727	-0.057303096	0.023292282	0.024003713	0.034966077	0.052208761	0.460378025	0.164426454	0.146526427	0.048699749	0.04718778	0.471878761	0.262372269	-0.068720239	0.266520891	0.305724104	0.10083289
'Gordon_55_roi'	0.07488859	-0.013660312	0.056318992	0.291622526	0.248723776	-0.036073755	-0.029471237	0.027465814	0.14314358	-0.048847538	0.031200339	0.220045947	0.143365566	0.226098189	0.136066144	0.175344605	0.053757118	0.078846388	0.309967969	0.167823121	0.250253696	0.079983816	0.05227744	-0.025219356	0.17658106	0.213444693	0.021613227	0.029229977	-0.019039071	0.087968992	0.144153618	-0.004759507	0.109674413	0.350709057	0.052039475	-0.017362196	0.045218623	0.041850835	-0.078916373	0.014780696	0.061565324	0.024678141	0.033077171	0.525417762	0.40344365	0.249288019	0.051934692	0.061954773	0.299750438	0.109879968	-0.055524695	0.194671388	0.207181309	0.146528932
'Gordon_56_roi'	0.03997612	-0.03962982	-0.024879108	-0.009157942	0.089168572	-0.04123999	-0.023791749	-0.028021005	-0.002268601	-0.062057629	-0.049342952	-0.028328555	0.00381031	-0.011029632	-0.086193107	-0.025098328	-0.061114854	-0.055597958	0.156005246	-0.078133038	-0.030922136	-0.06306023	-0.077538778	-0.090857623	-0.01021563	0.120501233	-0.092482701	0.015621089	-0.143042093	-0.043911596	0.007930976	-0.070157918	-0.056525226	0.107333285	0.010939108	-0.081423827	-0.024970307	-0.016670908	-0.101817058	-0.090703434	-0.002714022	-0.06917654	-0.036714317	0.243054295	-0.008467176	0.023793036	-0.052051538	-0.066848822	0.183292943	0.024212435	-0.16595555	0.056640386	-0.004463593	-0.039162251
'Gordon_87_roi'	0.090831633	-0.023291507	0.064035032	0.129891231	0.203442125	-0.012221722	-0.00264817	0.04394338	0.142547418	0.021375678	-0.018660808	0.099934127	0.106531065	0.114468285	0.041378229	0.14847031	-0.02866438	0.027558633	0.290581271	0.050306679	0.105078037	-0.012920461	-0.057491982	-0.082889778	0.05497683	0.438959817	0.230009384	0.321499055	0.015329214	0.092052392	0.213930212	-0.037703179	0.082662041	0.221471357	0.035782425	-0.001899759	0.033165487	0.026155078	-0.076076775	0.028707805	0.090782754	0.037971901	0.026392486	0.321744758	0.09310452	0.128454994	0.01872247	0.02805151	0.609379514	0.455323284	-0.013713777	0.35169455	0.288345404	0.104356711
'Gordon_91_roi'	0.007250344	-0.09916649	-0.100889687	0.0810319	0.014226366	-0.047350785	-0.019122805	0.02257561	-0.01894401	0.023036694	0.037523421	0.14450657	0.028091891	-0.004695561	-0.020087316	0.052869789	-0.085711796	0.072571918	0.125528613	0.105109468	0.002738333	-0.101733712	-0.092253376	-0.14425228	0.018469152	0.137638751	0.181747124	0.291505393	0.030009757	-0.016083234	0.022690746	-0.03049895	-0.073695487	0.030433866	-0.016148402	-0.031819877	-0.003397122	0.005580418	-0.028247601	0.028006326	0.029327592	-0.041259193	0.022164928	0.108998094	0.127562784	-0.003022973	-0.120571727	0.023999441	0.188635644	0.296242921	-0.020865581	0.134340732	0.022352086	-0.044185875
'Gordon_92_roi'	0.056641519	-0.009723127	0.051094215	0.113312868	0.06741618	0.055800432	0.070017821	0.057005941	0.092451237	0.094846066	0.127271736	0.213215211	0.204130295	0.110673189	0.068745479	0.139761619	0.006057615	0.18849807	0.190207355	0.140864326	0.091262207	-0.030347471	-0.018225679	-0.036655856	0.013141496	0.302553898	0.327776001	0.446546491	0.203957415	0.11861905	0.147439425	0.054778973	0.064290291	0.055175858	0.037272205	0.078079017	0.044779309	0.024721193	0.065906489	0.126930694	0.194117548	0.106708352	0.098630395	0.227789552	0.157372013	0.040865343	0.02845186	0.098109718	0.329848741	0.542265762	0.176494086	0.318077193	0.197881548	0.051534611
