Region	'Gordon_107_roi'	'Gordon_108_roi'	'Gordon_109_roi'	'Gordon_110_roi'	'Gordon_113_roi'	'Gordon_114_roi'	'Gordon_115_roi'	'Gordon_121_roi'	'Gordon_133_roi'	'Gordon_149_roi'	'Gordon_154_roi'	'Gordon_155_roi'	'Gordon_156_roi'	'Gordon_167_roi'	'Gordon_168_roi'	'Gordon_170_roi'	'Gordon_182_roi'	'Gordon_200_roi'	'Gordon_211_roi'	'Gordon_219_roi'	'Gordon_236_roi'	'Gordon_240_roi'	'Gordon_247_roi'	'Gordon_24_roi'	'Gordon_250_roi'	'Gordon_253_roi'	'Gordon_254_roi'	'Gordon_257_roi'	'Gordon_259_roi'	'Gordon_260_roi'	'Gordon_261_roi'	'Gordon_272_roi'	'Gordon_273_roi'	'Gordon_275_roi'	'Gordon_276_roi'	'Gordon_277_roi'	'Gordon_284_roi'	'Gordon_302_roi'	'Gordon_319_roi'	'Gordon_320_roi'	'Gordon_326_roi'	'Gordon_327_roi'	'Gordon_328_roi'	'Gordon_52_roi'	'Gordon_63_roi'	'Gordon_74_roi'	'Gordon_78_roi'	'Gordon_7_roi'	'Gordon_88_roi'	'Gordon_93_roi'	'Gordon_94_roi'	'Gordon_95_roi'	'Gordon_96_roi'	'Gordon_9_roi'
'Gordon_317_roi'	-0.084521157	0.043233326	-0.049983044	0.146093024	-0.108886642	0.182032387	0.185023561	0.158235658	-0.099884188	0.291570661	0.05988996	0.286944431	-0.03149474	0.189241749	0.225960034	0.016736464	0.234271691	0.197947592	0.052940446	0.402400785	0.18652249	0.078801996	0.116087814	0.090529914	0.127926456	-0.086118131	0.19979716	0.118951339	0.022028924	0.108586313	-0.027095439	0.249593685	0.070997251	0.009007306	-0.017307724	0.234853998	0.119942095	0.016709204	0.388921517	0.336226115	0.003261936	0.140928924	0.199422939	-0.018961143	0.240158156	-0.053215098	-0.029711436	0.209078828	-0.12017446	0.092795795	-0.045598745	-0.100327513	0.004909141	-0.071451807
'Gordon_321_roi'	-0.102140703	0.152937095	-0.005969542	-0.03836136	-0.128984821	0.139476081	0.165139212	0.077548296	-0.028699104	0.164124645	0.115738648	0.109785557	0.044588295	0.142924105	0.098753232	0.085633889	0.173470775	0.216857953	-0.067459651	0.20120574	0.029204468	0.235745921	0.003031636	0.189660996	0.12253365	-0.107519993	-0.014967607	0.030811594	0.20422909	0.106050887	-0.040939987	0.42302702	0.133522467	-0.065913815	0.010832966	0.221621071	0.087476935	0.045669476	0.362730913	0.191580416	0.098598816	0.309589147	0.194611034	-0.095490469	0.060247086	-0.064853875	0.11376899	0.100733825	-0.160286872	-0.040771408	0.155240592	-0.086525992	-0.019119963	-0.019399653
'Gordon_322_roi'	-0.107560852	0.065766437	-0.057985982	-0.108729923	-0.131760801	0.058740486	0.090815565	0.007910582	-0.037299081	0.029890493	1.71E-01	-0.007658443	0.006586737	-0.048501012	-0.035475312	0.01242567	0.090423702	0.14013194	-0.207617077	-0.005316244	-0.133973893	0.136437786	-0.014333207	0.129512036	-0.028794259	-0.164770335	-0.154123588	-0.098854599	0.243454632	-0.081027601	-0.171170351	0.26159865	-0.019155587	-0.218298477	-0.001838503	0.129315564	-0.015228225	0.049154694	0.261196468	0.06523321	0.057731042	0.202518612	0.101264565	-0.231581618	-0.074153727	-0.119299043	0.059157332	0.009485689	-0.245173992	-0.119142329	0.230604724	-0.113252157	-0.129135808	-0.049973874
'Gordon_323_roi'	-0.039996982	0.166407994	0.00952861	-0.139042085	-0.069963469	0.022400956	0.044325844	-0.011297572	-0.014602672	-0.002699291	0.110636561	-0.0008208	0.026326501	-0.059542206	-0.122746215	0.038172216	0.034451148	0.079234494	-0.156348853	-0.053299833	-0.162979633	0.118350053	-0.08468416	0.173147905	0.001045606	-0.146320013	-0.207178977	-0.084484193	0.151393939	-0.090162367	-0.12092359	0.223244242	0.024446173	-0.136569472	0.018782314	0.038118476	-0.054393792	0.028580797	0.106334105	-0.041398223	0.054936558	0.213101284	0.094928575	-0.131709607	-0.070120621	-0.04200428	0.062826896	-0.013555625	-0.162768607	-0.153162553	0.171981812	-0.081923023	-0.103256112	0.004244541
'Gordon_324_roi'	-0.084646245	0.191310567	0.046120469	-0.113563287	-0.045907453	0.077443803	0.119831732	0.044443137	0.088803885	0.002725421	0.165237399	0.027651544	0.171576826	0.146772614	0.045945146	0.215305049	0.177850222	0.298792962	-0.07908861	0.092189176	-0.006889663	0.405882453	-0.008412739	0.278101993	0.140770403	-0.040509074	-0.155812352	-0.066131003	0.370671941	0.093657722	0.003884537	0.408499598	0.201042107	-0.020763578	0.047859769	0.211985404	0.030209984	0.129169501	0.263410218	0.098103414	0.214424043	0.424249039	0.230608403	-0.046317337	0.015970035	0.001321357	0.218090664	0.027205902	-0.103695271	-0.144310258	0.283071914	0.00439391	0.031090665	0.093867366
'Gordon_325_roi'	0.003155838	0.240953837	0.098608651	-0.022744817	0.01118953	0.134332714	0.14659356	0.086413944	0.15232402	0.066962657	0.18517497	0.100909349	0.163844465	0.302956405	0.163889246	0.206316856	0.343016052	0.306368149	0.034678092	0.224157953	0.106029628	0.404828229	0.219274528	0.340565522	0.073213348	-0.016660413	-0.067324429	-0.047442223	0.361636988	0.209925804	0.050738	0.497347689	0.272979551	0.049676841	0.077055894	0.28850199	0.118932818	0.141556752	0.314751309	0.245691166	0.242003159	0.508946027	0.219713132	0.049661411	0.102814968	0.035102937	0.234606779	0.117164375	-0.054517756	-0.04392236	0.289548858	0.046635632	0.104770638	0.107808891
'Gordon_44_roi'	0.026868685	0.374444978	0.273870695	0.064389252	0.0605931	0.239810268	0.205559771	0.091716049	0.258587421	0.147063155	0.425457556	0.178933894	0.462019204	0.051063705	-0.014662443	0.107210437	0.056197212	0.263980303	-0.07427783	-0.084496282	-0.048871831	0.175548609	-0.063365584	0.320327066	-0.058097914	0.021293396	-0.173789373	-0.057158873	0.288383292	0.005382871	-0.033387847	0.231375218	0.062862026	-0.124953842	-0.022563421	0.078558451	-0.012673359	0.077287008	0.125660126	0.01882371	0.237437071	0.212335609	0.027029218	0.119520576	0.033182866	0.142807413	0.375839066	0.17762735	0.021090886	0.020965857	0.588758732	0.264011661	0.175820205	0.187653536
'Gordon_4_roi'	0.074816592	0.368577794	0.20458307	0.006004176	0.015758354	0.255779867	0.279324423	0.114323673	0.078874668	0.287998001	0.161746147	0.132896791	0.250393685	-0.016428218	-0.065635618	-0.006104363	0.166585646	0.056805268	-0.121578288	-0.030313055	-0.093856705	0.11608301	-0.012846003	0.475461633	-0.035777421	-0.135983629	-0.17220755	-0.083966787	-0.002771749	-0.054959249	-0.108809171	0.168492591	-0.018045758	-0.127597364	-0.073389151	0.089696743	0.017877628	0.043452326	0.058623754	0.047314232	0.047838154	0.192903195	0.122640435	0.006349555	0.092792068	0.111766196	0.332825736	0.177192906	-0.106031064	-0.070616036	0.230386664	-0.037816401	0.084117983	0.091556351
'Gordon_60_roi'	0.080066186	0.135829084	0.146395971	-0.085553636	0.002043881	0.053573158	0.054850703	-0.021432838	0.013767123	0.062695204	0.069913589	0.012687257	0.08735001	-0.022441982	-0.090316742	0.053932242	0.027759656	0.019657108	-0.042861952	0.03658647	-0.092272938	-0.009922003	-0.055829475	0.092680897	0.011266726	0.033889172	0.035986954	0.102286561	0.125648541	-0.041770486	-0.033962918	0.046958499	0.020023925	-0.043556391	0.024199749	-0.023649753	-0.071815471	-0.013480538	-0.005797915	0.000322416	0.049727167	0.082177162	0.094598784	-0.027532695	0.09399636	-0.007066981	0.079142123	0.004526997	0.016930353	0.079241609	0.171805934	0.052001282	0.024506847	0.066043579
'Gordon_6_roi'	0.064181191	0.57074137	0.340624788	0.054797353	-0.011928116	0.321500475	0.346086293	0.165303168	0.357881383	0.206878451	0.339867273	0.317324308	0.39990134	0.225696935	0.114220451	0.249059182	0.154665006	0.208575827	-0.00883722	0.193128336	0.036008797	0.327821518	0.041078324	0.500806561	0.042790108	-0.027562573	-0.022694624	-0.017327323	0.460360209	0.206280196	0.039706229	0.391442038	0.148183229	-0.092775366	-0.032389038	0.244648678	0.077173223	0.175536075	0.224811278	0.142429527	0.192738415	0.379422919	0.17926696	0.192541859	0.293403226	0.178702235	0.587268375	0.280257601	-0.02428299	0.085318241	0.843124115	0.2101015	0.356887268	0.324196849
'Gordon_75_roi'	0.145831918	0.343697899	0.429736126	0.023765938	0.13359593	0.171665762	0.117229162	0.057699823	0.120051066	0.200998136	0.066301678	0.071021771	0.161542089	-0.062810515	-0.040105226	0.032780141	0.136223498	-0.106527981	-0.085571323	-0.057838768	-0.045048638	0.074010855	0.033897506	0.469523279	0.075024897	-0.0864426	-0.148349989	-0.107462896	-0.049597755	-0.023716238	-0.035588307	0.018592955	0.101574793	0.034502293	0.051508003	-0.009062062	0.007760948	-0.008460722	-0.08664222	-0.020456306	-0.027041237	0.10683333	0.141172795	0.050939471	0.129471177	0.314674259	0.355026941	0.141998808	-0.020132214	-0.075834487	0.18531766	0.000825255	0.160620829	0.194234641
'Gordon_79_roi'	0.115812625	0.418925944	0.395213423	0.08199416	0.149811218	0.2131516	0.233273198	0.180274674	0.283545995	0.139480857	0.135275585	0.132878413	0.216213053	0.05784591	0.058918188	0.157852812	0.151575785	-0.01473579	-0.023576161	0.026661764	0.037663614	0.325319801	0.066532469	0.515413585	0.198122477	-0.047488573	-0.17752486	-0.124684424	0.044598388	0.0320903	0.0047893	0.129475832	0.139793569	0.055788602	0.025363984	0.121307546	0.132793245	0.090449401	-0.01095368	0.015729489	0.039493642	0.169752265	0.091658012	0.123149321	0.201740257	0.379566831	0.715441548	0.181853643	0.037335916	-0.097444628	0.305297288	0.093824532	0.222796227	0.31866372
'Gordon_80_roi'	0.095389735	0.230650341	0.212488348	0.086901581	0.074281856	0.203047116	0.182544421	0.139928858	0.062976595	0.221391953	0.048785304	0.085438012	0.042930685	0.015414694	0.067934947	0.003667717	0.264317314	-0.065017317	-0.084427666	0.060278008	0.039182206	0.129411517	0.295828471	0.406569607	0.0862985	-0.151519005	-0.080212511	-0.118354303	-0.073653882	-0.034022407	-0.073078946	0.049056628	0.063788513	0.034465076	0.001361893	0.064544887	0.082893495	0.016147711	0.030476243	0.065780603	-0.056972566	0.074764268	0.116132877	0.006013346	0.149690447	0.179936322	0.273768704	0.173557219	-0.095845654	-0.081894185	0.062687727	-0.063885919	0.060964229	0.111245961
'Gordon_85_roi'	0.114562309	0.355697631	0.319804901	0.005718643	0.080666503	0.159557067	0.164969112	0.120975387	0.153583486	0.142525786	0.088868681	0.108151908	0.098408573	-0.048265954	-0.032587979	0.069644735	0.138383283	-0.11699709	-0.103412846	0.011762328	-0.050029639	0.115225674	0.050578818	0.429289777	0.092293607	-0.120232441	-0.15238654	-0.121557675	-0.043071086	-0.045811666	-0.060324561	0.045666193	0.048947201	-0.005763144	-0.01116405	0.031434345	0.056404502	0.037248057	-0.062257932	-0.038843443	-0.059400351	0.079729409	0.093576601	-0.00309204	0.144226191	0.254705741	0.338994314	0.098427456	-0.05644311	-0.111511693	0.185352074	-0.014627972	0.09687581	0.21444034
'Gordon_86_roi'	0.088927662	0.230297266	0.248275827	0.053694222	0.087460541	0.113614224	0.056065018	0.04837279	0.01768972	0.160855733	0.005924208	0.075290882	0.01041888	-0.089557672	-0.01862644	-0.013629969	0.129260015	-0.155505665	-0.098009531	0.036341029	-0.040396908	0.038117011	0.044490336	0.315001461	0.173595105	-0.157026903	-0.133786973	-0.123150363	-0.15692615	-0.084916531	-0.088965767	-0.059049617	-0.014109215	0.016455763	-0.015950176	-0.051498196	-0.026195913	-0.023055339	-0.064017302	-0.010272911	-0.138610079	-0.036710773	0.08707289	-0.043496416	0.186555625	0.311820718	0.187411589	0.107095289	-0.093561998	-0.131943117	0.01389785	-0.107701696	0.020879315	0.122991566
'Gordon_100_roi'	0.138798941	-0.013240779	0.14403213	0.122574408	0.33872258	-0.10796171	-0.089045447	-0.032434323	0.189811857	-0.090434112	-0.005475414	0.045847648	0.093758009	0.051525762	0.015849594	0.255933816	-0.014256114	-0.037897805	0.201912881	0.053815314	0.111489636	0.014882013	-0.033761439	-0.022995688	0.190828792	0.348980315	0.028518183	0.035486097	-0.017118475	0.006909744	0.177368531	-0.160892727	0.114491942	0.292837324	0.139942427	-0.073259273	-0.009257979	-0.00090514	-0.177457306	-0.062291021	0.015579341	-0.002179576	0.025626766	0.2855182	0.202639965	0.352655803	0.056473119	-0.026941532	0.481558616	0.116686394	-0.027597213	0.317726427	0.18281107	0.303599571
'Gordon_105_roi'	0.029111611	-0.172807513	-0.114317034	0.310608445	0.220022892	-0.119830314	-0.101894469	0.009396036	-0.030124682	-0.062945778	-0.032969837	0.195743145	-0.04087962	0.114679468	0.141313788	0.031283481	0.02643789	0.007359924	0.23398375	0.257262972	0.215624027	-0.019932873	0.038154599	-0.119401806	0.22994582	0.044882627	0.043508958	0.044312701	-0.161121751	-0.040089051	-0.012221598	-0.110204336	-0.036618789	0.328837733	-0.026369774	-0.065896525	0.003130842	-0.035608186	-0.108709414	0.003663611	-0.054593541	-0.133929072	-0.05317711	0.270177405	0.479003967	0.239446507	-0.108542169	0.070682922	0.118799912	0.052356081	-0.21121797	0.01541255	-0.029772152	0.05374542
'Gordon_106_roi'	0.390952531	0.092447996	0.336634177	0.218809469	0.606941529	0.024454216	-0.048813502	-0.023929003	0.114179965	0.073728352	-0.022693698	0.112496572	0.140282676	0.102920756	0.055724025	0.085680892	0.140189007	-0.013515163	0.212866559	0.007624935	0.186141654	0.030119569	0.095386036	0.104660036	0.122830858	0.194221991	-0.042278517	-0.013714559	-0.089016834	0.056810039	0.145389264	-0.060359994	0.198149941	0.423704539	0.173417084	-0.052844135	-0.014907493	-0.014374975	-0.124813744	0.016938179	0.052823598	0.053891349	0.089361352	0.316776777	0.15827719	0.371278924	0.099667399	0.096767571	0.367439543	0.066056374	-0.054826862	0.214379223	0.209599859	0.151709063
'Gordon_163_roi'	-0.037558636	-0.112556063	-0.122165451	0.003042213	-0.01218022	-0.086539708	-0.089507533	-0.036804451	-0.029357277	-0.099778132	-0.061253775	0.000626057	-0.075077434	0.004385043	-0.041499895	0.050579867	-0.087895136	-0.025098351	0.146724992	0.050843194	-0.015601705	-0.062604832	-0.108640736	-0.150631023	0.023956008	0.089291528	0.041627177	0.111270825	-0.101371984	-0.043732067	-0.02059635	-0.06509122	-0.088693353	0.063475302	-0.063201572	-0.067611265	-0.002427914	0.018293977	-0.090844978	-0.057564768	-0.055513798	-0.068090108	-0.056845517	0.072068902	0.069306472	-0.024412599	-0.124790065	-0.084395944	0.093941118	0.064512253	-0.146693144	0.017207672	-0.037355372	-0.05795562
'Gordon_189_roi'	-0.007787253	-0.140026464	-0.103248185	0.036576202	-0.000892105	-0.083472416	-0.04789978	0.017693294	-0.030507411	-0.039102893	-0.000885705	0.096307354	0.00474917	0.113851447	0.036611931	0.158601211	-0.006406466	0.179469542	0.265784183	0.204271106	0.105922417	-0.049847603	-0.048519767	-0.152065295	0.065802299	0.350196285	0.370812719	0.552950036	0.141312694	0.102023967	0.135201891	0.022257729	0.033072062	0.138732373	0.023935255	0.035589608	0.062517405	0.025608728	0.020238958	0.072959903	0.142097526	0.061036778	0.094203621	0.145127366	0.109341946	-0.060357426	-0.150980127	-0.028381784	0.258756862	0.367419611	-0.078640527	0.172868631	0.046297957	-0.019944374
'Gordon_198_roi'	0.045105485	-0.016737907	0.00788413	0.052379411	0.06490623	-0.024836621	-0.044786153	0.012280685	-0.003714233	0.02257923	-0.038781063	0.039069977	0.006032476	0.01725355	0.005241482	-0.003164838	0.05770334	-0.019086683	0.112122644	0.082893822	0.080819831	-0.063787209	0.012887747	-0.009008494	0.041380169	0.038720102	0.057761956	0.055294873	-0.147901798	-0.012818081	0.054004468	-0.079106327	0.005439363	0.220882435	0.068179281	-0.066706761	0.017872148	-0.028477411	-0.071871943	0.032621265	-0.037305023	0.004223272	0.134392234	0.075351055	0.07174956	0.041574863	-0.054736838	0.006545294	0.112169549	0.05625306	-0.146675278	0.000132865	0.005210178	0.003246111
'Gordon_199_roi'	0.064591545	-0.022634581	0.060542638	0.104328405	0.148801137	0.001156596	-0.015912543	0.022650927	0.037422578	0.040934103	-0.02224643	0.131228051	0.100859681	0.144494449	0.056124939	0.075082604	0.109478918	0.112176377	0.27610158	0.11894713	0.149029655	-0.012252774	0.027776555	0.002898012	0.064569445	0.253001065	0.147111474	0.193411515	-0.010770096	0.0856834	0.160810539	0.010301568	0.117443587	0.317024541	0.088343478	0.010049071	0.036255926	0.007522497	-0.021393439	0.09959422	0.138458583	0.103985927	0.150509401	0.198308996	0.108519157	0.049684961	-0.013291603	0.035023547	0.282544729	0.155408322	-0.095295767	0.145109532	0.121387492	0.007179732
'Gordon_203_roi'	0.032004757	-0.02246902	-0.017798814	0.022339608	0.043547339	-0.026287844	-0.023027095	-0.011733415	-0.003032407	-0.011523002	-0.02522093	0.016098602	-0.008416974	0.010060313	-0.029507029	-0.013424745	-0.042541407	-0.065865493	0.133141106	-0.032432601	0.034103938	-0.050447545	-0.054728975	-0.04198064	0.026751189	0.050887205	-0.045898464	-0.011630345	-0.138285149	-0.052537441	0.011152415	-0.067262486	-0.043148318	0.179658969	-0.017728924	-0.070016684	-0.018317173	-0.006906261	-0.089437094	-0.030554034	-0.04723863	-0.067075689	-0.001320886	0.076166755	0.023601109	0.030372993	-0.019271498	-0.013710391	0.082839511	-0.005979068	-0.110857479	0.006131765	-0.021898222	-0.014405239
'Gordon_207_roi'	0.014796529	-0.057073761	-0.06329486	0.019346087	0.030263495	-0.060439033	-0.032855957	-0.019831992	-0.031514182	-0.042793478	-0.039945907	0.024582961	-0.016332041	-0.037490446	-0.031970838	-0.038310937	-0.058264142	-0.023850977	0.073763903	-0.021536977	0.006282333	-0.045579974	-0.05458801	-0.08615046	-0.006596839	-0.007228227	-0.011268437	0.069058764	-0.100674304	-0.049648719	-0.015042978	-0.066276649	-0.092138463	0.085022177	-0.053254784	-0.080529089	-0.010212136	-0.020786761	-0.08793505	-0.041885417	-0.032599154	-0.048477493	-0.031276994	0.025204331	0.035396106	-0.00535265	-0.074256664	-0.023659393	0.029123809	0.014117655	-0.116077209	-0.018940084	-0.045951903	-0.045654719
'Gordon_208_roi'	0.060617873	-0.081723161	-0.022786384	0.142283572	0.094513386	-0.027523963	-0.037903714	0.019852385	0.033432907	0.027452715	0.022434079	0.173191912	0.105020391	0.173426322	0.143537605	0.101904794	0.107005975	0.262238576	0.218815633	0.206454994	0.192977375	0.014732345	0.076812172	-0.060079084	0.076589308	0.188282483	0.224990899	0.247356151	0.056747455	0.090018892	0.088908793	0.055975309	0.072416795	0.254111029	0.042135515	-0.00327648	0.028913881	0.015521833	0.019162425	0.133130731	0.188253325	0.111154547	0.132935234	0.155467578	0.175695511	0.010126709	-0.052262512	0.058471804	0.178944552	0.188479734	-0.063382351	0.121076605	0.061048572	0.017347246
'Gordon_209_roi'	0.000932212	-0.087415636	-0.09068122	0.01587375	0.008018748	-0.060862037	-0.053078734	-0.032959792	-0.026625241	-0.065312494	-0.054339048	0.001528707	-0.044530252	-0.041927141	-0.06591427	-0.014143445	-0.081208668	-0.060037099	0.093951551	-0.043650645	-0.026777864	-0.079016979	-0.083869304	-0.106555335	-0.003336368	0.025634787	-0.024767107	0.044292638	-0.151567338	-0.073186023	-0.025333519	-0.086481341	-0.110652508	0.059611913	-0.063664641	-0.094479825	-0.017376729	-0.016874683	-0.093579408	-0.065075381	-0.05474601	-0.103077042	-0.076517834	0.056035939	0.007397532	-0.01319965	-0.105806406	-0.056775234	0.069726932	0.018911724	-0.139515935	0.005008775	-0.047357755	-0.047850876
'Gordon_210_roi'	0.00852431	-0.041935097	-0.069133002	-0.003388625	0.022754623	-0.059273723	-0.052619958	-0.035530296	-0.006684453	-0.065946732	-0.032142897	-0.01533474	-0.049729838	-0.031390496	-0.048138955	-0.011865687	-0.075445817	-0.07784426	0.164744206	-0.055505463	-0.023109659	-0.042790073	-0.079328029	-0.094373949	-0.001810425	0.076633993	-0.040680742	0.045712317	-0.144245886	-0.076525619	-0.004849328	-0.065505031	-0.063831803	0.111279324	-0.018410756	-0.092667757	-0.017540652	-0.005503608	-0.128234225	-0.07358468	-0.060129049	-0.067188445	-0.029283721	0.104769107	0.007263128	-0.017492499	-0.066033999	-0.054369385	0.109698677	0.034559033	-0.126416977	0.026353976	-0.015338766	-0.063301942
'Gordon_213_roi'	0.006690116	-0.055543404	-0.062277294	0.011606926	0.084585436	-0.073289774	-0.0334642	-0.003829997	0.014656327	-0.100368584	-0.030034402	-0.003636553	-0.013687731	0.094904076	-0.041483159	0.040840989	-0.072564366	-0.028892542	0.346018244	-0.016243516	0.051495287	-0.046654976	-0.065975198	-0.108523413	0.039705957	0.16492445	-0.034186912	0.071297339	-0.126550771	-0.019317488	0.070029433	-0.070492687	-0.004502044	0.235665543	0.029047936	-0.063328847	-0.009882749	0.006134565	-0.10725283	-0.078563237	-0.00731578	-0.073915978	-0.052442367	0.242772345	0.032470506	0.020787011	-0.073553599	-0.08299051	0.164376305	0.011395934	-0.13597339	0.0646962	0.039988158	-0.021280231
'Gordon_251_roi'	0.018569961	-0.036905979	-0.01829861	-0.030583108	0.088569832	-0.037887694	-0.036172169	0.004412293	0.04234454	-0.057583599	-0.077703325	-0.069851118	-0.044499076	0.060678319	-0.017214023	0.106537575	-0.041311481	-0.029761091	0.236308087	-0.018478127	0.042363572	0.027662143	-0.062835985	-0.082610299	0.028903648	0.308397944	0.07114345	0.150122193	-0.064013286	0.042995553	0.150855186	-0.03287586	0.053770548	0.192106357	0.054161572	-0.025687907	0.031369923	0.045959458	-0.053316693	-0.024488098	-0.022559693	0.051976755	0.032772255	0.127606761	-0.037617951	-0.004293461	-0.033507453	-0.083256372	0.297433061	0.133821392	-0.126322596	0.111887012	0.08723066	0.019020759
'Gordon_252_roi'	0.046455411	-0.061351274	0.002396127	0.037506406	0.147088224	-0.042641489	-0.022378804	0.042172749	0.074975918	-0.034321751	-0.045624766	0.011880989	0.050290498	0.188530316	0.066009768	0.185647064	-0.006184943	0.11004835	0.359978355	0.082916329	0.175904185	0.019858469	-0.02622975	-0.099990216	0.080236759	0.661724023	0.392885833	0.434136385	0.120715863	0.158642677	0.28325862	0.004000826	0.144939034	0.291422459	0.075936501	0.045346488	0.082972574	0.060448867	-0.030247268	0.059277523	0.15930395	0.09232302	0.058759572	0.238517349	0.036135824	0.030031386	-0.039671216	-0.025696234	0.563652606	0.428039232	-0.079979585	0.288412736	0.203149154	0.050181506
'Gordon_262_roi'	0.044718728	-0.042459061	0.001052304	0.024664723	0.147947211	-0.063388305	-0.048516135	-0.011119583	0.049850619	-0.06119559	-0.078760094	-0.032855534	-0.027496419	0.125476614	0.048818855	0.1330946	0.002592083	-0.011505536	0.443278295	0.050070052	0.154082312	-0.009503899	-0.028320982	-0.083092835	0.115516814	0.380782265	0.123772316	0.147768815	-0.072368631	0.12894472	0.276803942	-0.031649074	0.123185338	0.351716168	0.117319125	-0.035139477	0.05367885	0.01789356	-0.071050946	-0.013683363	0.003404498	0.042045747	0.059799681	0.233088363	0.043363656	0.047553182	-0.077375924	-0.102335761	0.332608869	0.124422439	-0.189727106	0.139712986	0.1368695	0.020080907
'Gordon_265_roi'	0.050922018	-0.075829994	0.000739193	-0.012393397	0.170110679	-0.106577901	-0.075729658	-0.035043559	0.093372623	-0.102182847	-0.100524272	-0.074065751	-0.011421083	0.012069528	-0.019053531	0.179338406	-0.059588148	-0.08602909	0.193318745	-0.040031781	0.086186977	-0.021527118	-0.069861441	-0.113998822	0.1133525	0.394385689	0.050890537	0.060814233	-0.072511959	-0.032501442	0.163519594	-0.139976701	0.077961934	0.274892834	0.108824721	-0.084697259	-0.015359906	-0.028309715	-0.154263962	-0.076219148	-0.011561189	-0.016749627	-0.002886163	0.144104465	0.008883815	0.092053542	-0.046157253	-0.096402076	0.357609472	0.058691131	-0.14389872	0.148196729	0.070499653	0.069820226
'Gordon_266_roi'	0.045618048	-0.080978572	0.000497542	0.132264112	0.120652572	-0.051162893	-0.083768665	0.035622284	0.061640277	-0.034782083	-0.01510621	0.142470618	-5.24E-05	0.199719368	0.129812142	0.374061909	0.110711956	0.12083359	0.20183747	0.346598453	0.247509378	0.070832256	0.055972618	-0.028854568	0.281301275	0.193956699	0.153594391	0.119026669	0.07123521	0.099595714	0.153710097	0.016496732	0.171082873	0.300313838	0.139967127	-0.008505864	0.033314088	0.054181106	-0.012095912	0.067687753	0.042180825	0.10031713	0.210309261	0.150121319	0.286904782	0.116513547	-0.009225343	0.037593515	0.179366702	0.102943669	-0.041819368	0.109320834	0.10687613	0.1929001
'Gordon_270_roi'	-0.013779394	-0.082067955	-0.102412304	0.064755659	0.106217371	-0.090905581	-0.077821213	-0.017025393	0.009470652	-0.09744585	-0.057815088	0.019749765	-0.031779345	0.113690592	0.040061806	0.065483205	-0.048197654	-0.010081392	0.28545414	0.038167973	0.134282444	-0.016092331	-0.023553651	-0.109820053	0.096266656	0.151055975	-0.048662931	0.027309197	-0.138262889	-0.010367322	0.063401969	-0.064394151	-0.007178098	0.330568998	0.010835849	-0.078876543	-0.008651276	0.003901492	-0.110372289	-0.046505709	-0.014698771	-0.085337247	-0.056225818	0.22883169	0.113385324	0.059058514	-0.070368286	-0.051646821	0.151858486	-0.002971207	-0.170173328	0.032266416	0.025003011	-0.006188784
'Gordon_2_roi'	-0.044628969	-0.105814457	-0.106130275	-0.007522514	-0.017913395	-0.06423442	-0.094076276	-0.068115876	-0.028265581	-0.064086076	-0.060020962	-0.00314198	-0.04163122	-0.085213601	-0.083627393	-0.010211563	-0.100445101	-0.050600446	0.03291989	-0.03790882	-0.089564978	-0.09491878	-0.126760649	-0.166321175	-0.055443548	0.011842406	-0.016712753	0.052154597	-0.098017182	-0.090217751	-0.067532208	-0.092176019	-0.128513259	-0.0168142	-0.08765882	-0.100561703	-0.049130614	0.016247564	-0.082372406	-0.053928739	-0.046424363	-0.113155105	-0.069178654	0.040955795	0.026568216	-0.034418371	-0.119623757	-0.052106441	0.06484433	0.04563028	-0.10699565	-0.006627868	-0.057620423	-0.053849286
'Gordon_41_roi'	0.054526983	-0.009009371	0.029116325	0.065321833	0.136025554	0.002830805	-0.028318399	-0.019252593	-0.001645977	0.015523662	-0.007439627	0.075672363	0.062993526	-0.016279742	-0.045209689	-0.028843861	0.010166387	0.013611275	0.107746125	-0.002738813	0.016788404	-0.056770378	-0.036408259	-0.000501502	0.018722412	0.060017567	-0.01941906	0.039012466	-0.117915603	-0.053035781	-0.008748804	-0.057991669	-0.00437627	0.130127502	0.014213651	-0.076319583	-0.050029642	-0.027836736	-0.100176319	-0.014400951	0.029887919	-0.024559179	0.025202275	0.125700493	0.077807307	0.052903365	-0.02154778	0.012747422	0.157636271	0.039401251	-0.095830573	0.06451537	1.83E-02	0.006111312
'Gordon_42_roi'	0.131584053	0.113129399	0.227637373	0.157596587	0.193627616	0.1159028	0.083504431	0.061224802	0.095929092	0.146092373	0.041407206	0.215645898	0.343061685	0.079031669	0.036556737	0.050590324	0.130651524	0.145605125	0.178696276	0.074500564	0.111355389	0.018488108	0.037479782	0.147790814	0.033446727	0.175394819	0.096302371	0.155245278	-0.016569516	0.070219552	0.09529353	0.036114865	0.133316835	0.173818982	0.073004938	0.052991786	0.045357491	0.007875632	-0.001258052	0.093161557	0.170352589	0.08289029	0.120093321	0.260010299	0.142474586	0.16931868	0.096124187	0.150871417	0.293969095	0.189043852	0.034240878	0.207229751	0.213180753	0.091941131
